Bar Dip;1: Grip a dip station about shoulder-width apart, and climb or jump to get into the starting position.#2: Lower yourself with control until your shoulder is below your elbow, or as deep as you comfortably can.#3: Reverse the motion and return to the starting position.;Chest#Front Deltoid#Triceps
Clamshells;1: Lie on your side, with your legs bent at about a 90-degree angle. #2: Tuck your pelvis in to properly activate your glutes. #3: Lightly brace your core and lift the upper leg by using your glutes. Lift as high as you can while maintaining contact with the glute muscles.#4: Lower the leg in a slow and controlled motion, and repeat for reps. ;Abductors#Glutes
Dumbbell Romanian Deadlift;1: Stand upright holding a pair of dumbbells.#2: Inhale, brace your core slightly, and lean forward by hinging in your hips. Keep your knees almost completely extended.#3: Lean forward as far as possible without rounding your back. You don’t have to touch the dumbbells to the floor, although it is OK if you do.#4: Reverse the movement and return to the starting position. Exhale on the way up.#5: Take another breath, and repeat for reps.;Glutes#Lower Back#Hamstrings#Adductors#Trapezius#Forearm Flexors
Dumbbell Frog Pumps;1: Lie on your back and bring the soles of your feet together into a frog position, try to bring your feet as close to your butt as possible. Place a dumbbell on your hips.#2: Make sure to keep your core activated, and the lower back and shoulders pressed down on the floor before starting the movement.#3: Press your feet down into the floor and squeeze your glutes to thrust your hips upwards.#4: Pause at the top and then reverse the movement. Make sure to do the entire movement slow and controlled.;Glutes#Hamstrings#Adductors
Fire Hydrants;1: Stand on all fours, with your gaze on the floor. #2: Lightly brace your core and lift your leg to the side by using your glute muscles. Lift your leg as high as possible while maintaining contact with your glutes. #3: Slowly lower your leg and repeat for reps. ;Glutes
Frog Pumps;1: Lie on your back and bring the soles of your feet together into a frog position, try to bring your feet as close to your butt as possible.#2: Make sure to keep your core activated, and the lower back and shoulders pressed down on the floor before starting the movement.#3: Press your feet down into the floor and squeeze your glutes to thrust your hips upwards.#4: Pause at the top and then reverse the movement. Make sure to do the entire movement slow and controlled.;Glutes#Hamstrings#Adductors
Glute Bridge;1: Lie down with your feet on the floor. #2: Tuck the pelvis in to properly activate the glutes. #3: Push your hips towards the ceiling by using your glutes, until your body forms a straight line from head to knees. #4: Squeeze your glutes at the top.#5: Reverse the movement, and repeat for reps. ;Glutes#Quads
Hip Abduction Against Band;1: Sit down on a bench with an elastic band around your knees, and your feet about hip width apart.#2: Move your legs apart as far as possible, against the band.#3: Return with control to the starting position.;Abductors#Glutes
Hip Abduction Machine;1: Adjust the machine to the appropriate settings, sit down, and grip the handles.#2: Push the pads out by moving your legs apart as far as possible.#3: Return with control to the starting position.;Abductors#Glutes
Hip Thrust;1: Sit on the floor with your back against a sturdy bench.#2: Roll the barbell up over your thighs, until it is placed over your hips.#3: Place your feet on the floor, about shoulder-width apart, with bent knees.#4: Place your hands on the bar to stabilize it.#5: Push the bar towards the ceiling by extending your hips. Your knees should form a ~90 degree angle at the top.#6: Lower the weight and repeat for reps.;Glutes#Adductors#Quads
Hip Thrust Machine;1: Adjust the machine and get in position.#2: Push the pad towards the ceiling by extending your hips.#3: Lower the weight and repeat for reps.;Glutes#Adductors#Quads
Hip Thrust With Band Around Knees;1: Sit on the floor with your back against a sturdy bench.#2: Place an elastic band around your knees, just below them. #3: Roll the barbell up over your thighs, until it is placed over your hips.#4: Place your feet on the floor, about shoulder width apart, with bent knees.#5: Place your hands on the bar to stabilize it.#6: Push the bar towards the ceiling by extending your hips. Your knees should form a ~90 degree angle at the top.#7: Lower the weight and repeat for reps.;Glutes#Adductors#Abductors#Quads
Lateral Walk With Band;1: Place an elastic band around your ankles.#2: Walk sideways, so that you have to bring your leg out against the band’s resistance.#3: Choose for yourself if you want to change direction after every step, or if you for example want to walk ten steps in one direction followed by ten steps in the other direction.;Abductors#Glutes
Machine Glute Kickbacks;1: Adjust the machine to your body. The knees should be facing forward and resting near the bottom of the padding. Place your forearms on the upper padding and grip the handles.#2: Next, make sure that you have the arm of the machine under your knee. Brace your core, keep your body still, and start to press your leg backwards and upwards by activating the glute.#3: Push the leg as far up as you can without rotating in the hips, then return to the starting position.#4: Do all reps on one side first, and then switch to the other leg.;Glutes#Hamstrings#Adductors
One-Legged Glute Bridge;1: Lie down with one foot on the floor, one leg extended.  #2: Tuck the pelvis in to properly activate the glutes.#3: Push your hips towards the ceiling by using the glute muscle in the bent leg, until your body forms a straight line from head to foot.#4: Squeeze your glutes at the top.#5: Reverse the movement, and repeat for reps.;Glutes#Adductors#Abductors#Quads
One-Legged Hip Thrust ;1: Lean your back against a chair, sofa, bench or whatever furniture you have at hand.#2: Place one feet on the floor and lift the other leg. #3: Push your hips towards the ceiling, using your glute muscle in the leg that touches the floor. The working leg should form a ~90-degree angle at the top position.#4: Lower the hips and repeat for reps.;Glutes#Adductors#Abductors#Quads
Romanian Deadlift;1: Get into the starting position by deadlifting a barbell off the floor, or by unracking it from a barbell rack.#2: Inhale, brace your core slightly, and lean forward by hinging in your hips. Keep your knees almost completely extended.#3: Lean forward as far as possible without rounding your back. You don’t have to touch the barbell to the floor, although it is OK if you do.#4: Reverse the movement and return to the starting position. Exhale on the way up.#5: Take another breath, and repeat for reps.;Glutes#Lower Back#Hamstrings#Adductors#Trapezius#Forearm Flexors
Single Leg Romanian Deadlift;1: Stand upright and hold the bar with your hands about shoulder-width apart.#2: Brace your core, and lift one leg off the ground.#3: Keep the back straight and start to lean forward by hinging at the hips. Lower until you feel a stretch in the standing leg’s hamstring. Make sure to keep your hips still, you don’t want the side with your lifted leg to start rotating upwards.#4: Return to the starting position. Finish all your reps on one side first, and then repeat on the other leg.;Glutes#Lower Back#Hamstrings#Adductors#Trapezius#Forearm Flexors
Standing Glute Kickback in Machine;1: Adjust the machine to your body. The knees should be facing forward and resting near the bottom of the padding. Place your forearms on the upper padding and grip the handles.#2: Next, make sure that you have the arm of the machine under your knee. Brace your core, keep your body still, and start to press your leg backwards and upwards by activating the glute.#3: Push the leg as far up as you can without rotating in the hips, then return to the starting position.#4: Do all reps on one side first, and then switch to the other leg.;Glutes#Hamstrings#Adductors
Step Up;1: Stand in front of a chair, bench or something else that you can step up on.#2: Place your foot on the chair. #3: Lightly brace your core, and step up until your leg is straight.#4: Lower yourself in a controlled motion. #5: You can keep your foot at the chair, and repeat for reps. ;
Cable Crunch;1: Fasten a rope handle in the upper position on a cable pulley. Sit down on your knees a few feet away, facing the pulley.#2: Bend your upper body forward by contracting your abs. Hold the ropes on either side of your head throughout the movement.#3: Reverse the motion and return to the starting position with control.;Abs#Obliques
Crunch;1: Lie on your back, with your hands in front of your chest and your knees bent to about 90 degrees.#2: Lift your upper body by contracting your abs and bending forward.#3: Bend as far forward as possible while still keeping your low back in contact with the floor, and then return to the starting position.;Abs#Obliques
Dead Bug;1: Lie on your back, with your arms straight up towards the ceiling and your legs stacked over your hips, with the knees bent in a 90-degree angle.#2: Engage your core, and make sure that the lower back has contact with the surface.#3: With control, straighten out the right leg and lower it towards the floor at the same time as you lower the left arm over your head as far as you can. Keep the lower back in contact with the floor the entire time.#4: Reverse the movement, and repeat for the other side.;Abs#Obliques
Hanging Leg Raise;1: Jump up and grab a bar, placed high enough that you can hang from it with straight legs.#2: Without swinging, lift your legs as high as you can in front of you.#3: Lower your legs again, with control.;Abs#Obliques
Hanging Knee Raise;1: Jump up and grab a bar, placed high enough that you can hang from it with straight legs.#2: Without swinging and with bent legs, lift your knees as high as you can in front of you.#3: Lower your legs again, with control.;Abs#Obliques
Hanging Sit-Up;1: Climb into position and lower your upper body down to the starting position, with your hands crossed over your chest.#2: Lift your upper body upwards by contracting your abs.#3: Reverse the motion and lower yourself down to the starting position again.;Abs#Obliques
High to Low Wood Chop with Band;1: Fasten an elastic band high up. Grip the band with both hands, step away, and stand sideways to the band’s anchor point.#2: With almost straight arms, make a sweeping, chopping-like movement diagonally downward.#3: Return to the starting position in a controlled manner.;Obliques#Abs
Horizontal Wood Chop with Band;1: Fasten an elastic band at shoulder height. Grip the band with both hands, step away, and stand sideways to the band’s anchor point.#2: With almost straight arms, make a sweeping, horizontal movement to your other side.#3: Return to the starting position in a controlled manner.;Obliques
Kneeling Ab Wheel Roll-Out;1: Sit on your knees, or stand up on your feet for increased resistance.#2: Roll out as far as you can, and maintain a straight back throughout the movement.#3: Reverse the movement with control, and return to the starting position. ;Abs#Obliques
Kneeling Plank;1: Stand on your elbows and knees.#2: Brace your abs, and try to form and hold a straight line from your head to hips.;Abs#Obliques
Kneeling Side Plank;1: Stand on your side, leaning against one elbow and your knee.#2: Brace your core and try to form and hold a straight line from your head to knees.;Obliques#Abs
Lying Leg Raise;1: Lie down with your back on the floor, and your arms at your sides.#2: With straight legs, lift your legs until they are pointing straight up.#3: Lower your legs again, with control.;Abs#Obliques
Lying Windshield Wiper;1: Lie on your back, with your arms out to your sides and your legs straight up in the air.#2: Slowly lower your legs down to one side.#3: Reverse the motion, and lower your legs down to your other side.;Obliques#Abs
Lying Windshield Wiper with Bent Knees;1: Lie on your back, with your arms out to your sides and your legs straight up in the air.#2: Bend your knees to 90 degrees.#3: Slowly lower your legs down to one side.#4: Reverse the motion, and lower your legs down to your other side.;Obliques#Abs
Machine Crunch;1: Adjust the machine to the appropriate settings, sit down, and grip the handles.#2: Bend forward by contracting your abs.#3: Reverse the motion and return to the starting position with control.;Abs#Obliques
Mountain Climbers;1: Get into the plank position with your hands about shoulder-width apart, back flat, and core engaged.#2: Pull your right knee into the chest as far as you can.#3: Switch legs, pulling one knee out and bringing the other knee in.#4: Keep your hips down and run the knees in and out as far and as fast as you can. #5: Repeat for desired reps.;Abs#Obliques
Oblique Crunch;1: Lie on your back, with your hands on the side of your head and your knees bent to about 90 degrees.#2: Contract your abs and lift your upper body diagonally, so that the elbow and shoulder on one side of your body move towards the knee on your other side.#3: Bend as far as possible and then return to the starting position.;Obliques#Abs
Oblique Sit-Up;1: Lie on your back, with your hands behind your head, and your legs bent to about 90 degrees. Use a weight or something to stick your feet under, so they don’t lift from the ground.#2: Lift your upper body diagonally by contracting your obliques and bending forward, until your right elbow touches your left leg, or vice versa.#3: Return to the starting position.;Obliques#Abs
Plank;1: Stand on your elbows and feet.#2: Brace your abs and try to form and hold a straight line from your head to feet.;Abs#Obliques
Side Plank;1: Stand on your side, leaning against one elbow.#2: Place the foot of the top leg in front of the other foot.#3: Brace your core, and try to form and hold a straight line from your head to feet.;Obliques#Abs
Sit-Up;1: Lie on your back, with your hands in front of your chest and your knees bent to about 90 degrees. Use a weight or something to stick your feet under, so they don’t lift from the ground.#2: Lift your upper body by contracting your abs and bending forward.#3: Bend as far forward as possible, and then return to the starting position.;Abs#Obliques
Eccentric Heel Drop;1: Stand on a stable elevation, like a stair step or a thick weight plate. Hold on to something for balance.#2: Raise your heels and extend your feet by using both your legs.#3: Lift one leg, and lower yourself with control standing on only one foot.;Calves
Heel Raise;1: Stand on a solid surface, or an elevation for increased range of motion. Hold on to something for balance.#2: Raise your heels by using your calves.#3: Lower yourself with control, and repeat for reps. ;Calves
Seated Calf Raise;1: Sit down on the seat, and adjust the knee pad to correct height. Place your toes and the ball of your feet on the foot support.#2: Lower the weight by bending your ankles in a controlled movement.#3: Push the weight up by extending your ankles.;Calves
Standing Calf Raise;1: Place your toes and the ball of your feet on the foot support. Place the shoulder pads against your shoulders and stand upright in the starting position.#2: Lower yourself down by bending your ankles in a controlled movement.#3: Push yourself up by extending your ankles.;Calves
Barbell Wrist Curl;1: Grab a barbell with an underhand grip and rest your forearms against your thighs, or alternatively against a bench.#2: Lower your hands towards the floor, and let the barbell roll out in your fingers.#3: Reverse the motion by closing your grip and bending your wrists upwards.;Forearm Flexors
Barbell Wrist Curl Behind the Back;1: Grab a barbell behind your back and let it hang in your arms.#2: Open your hands and let the barbell roll out in your fingers.#3: Reverse the motion by closing your grip and bending your wrists upwards.;Forearm Flexors
Bar Hang;1: Grab a bar and hang from it.#2: Experiment with hanging with relaxed or active shoulders.;Forearm Flexors
Dumbbell Wrist Curl;1: Grab a dumbbell with an underhand grip and rest your forearm against your thigh, or alternatively against a bench.#2: Lower your hand towards the floor, and let the dumbbell roll out in your fingers.#3: Reverse the motion by closing your grip and bending your wrist upwards.;Forearm Flexors
Farmers Walk;1: Step in between two farmers walk-cases, or similar implements.#2: Inhale, lean forward and grip the handles.#3: Hold your breath, brace your core slightly, and lift the weights.#4: Look ahead, and start moving forward in small steps. Increase the stride length as you increase the speed.#5: Try to keep your body in a straight line and not lean excessively forward as you walk.#6: When you are done, lower the implements back to the ground in a controlled manner.;Forearm Flexors#Obliques#Glutes#Trapezius#Quads#Abs#Lower Back#Calves#Lateral Deltoids
Fat Bar Deadlift;1: Step up close to the bar, so that it is about over the middle of your foot.#2: Breathe in, lean forward and grip the bar.#3: Hold your breath, brace your core slightly, and lift the bar.#4: Pull the bar close to your body, with a straight back, until you are standing straight.#5: Lower the bar back to the ground with control.#6: Take another breath, and repeat for reps.;Glutes#Forearm Flexors#Lower Back#Quads#Hamstrings#Adductors#Trapezius
Gripper;1: Grab a gripper, and hold it so that it is as open as possible without slipping out of your hand.#2: Close the gripper all the way by closing your hand.#3: Return to the starting position and repeat.;Forearm Flexors
One-Handed Bar Hang;1: Grab a bar with one hand, and hang from it.#2: Start off by hanging with a tensed and active shoulder, and then gradually experiment with hanging with a more relaxed shoulder.;Forearm Flexors
Plate Pinch;1: Grab a pair of weight plates in a pinching grip.#2: Lift the weight plates off the ground.#3: Hold them for as long as you can, and then put them down in a controlled manner.;Forearm Flexors
Plate Wrist Curl;1: Grab a weight plate with a pinching underhand grip and rest your forearm against your thigh, or alternatively against a bench.#2: Lower your hand towards the floor.#3: Reverse the motion by bending your wrist upwards.;Forearm Flexors
Towel Pull-Up;1: Lay a pair of towels over a pull-up bar. Grab one in each hand.#2: Inhale and pull yourself up as high as you can.#3: Exhale and lower yourself with control until your arms are fully extended.;Forearm Flexors#Lats#Biceps#Rear Deltoids#Rotator Cuffs
Barbell Wrist Extension;1: Grab a barbell with an overhand grip and rest your forearms against your thighs, or alternatively against a bench.#2: Lower your hands towards the floor.#3: Reverse the motion by bending your wrists upwards.;
Dumbbell Wrist Extension;1: Grab a dumbbell with an overhand grip and rest your forearm against your thigh, or alternatively against a bench.#2: Lower your hand towards the floor.#3: Reverse the motion by bending your wrist upwards.;
Bench Press;1: Lie on the bench, pull your shoulder blades together and down, and slightly arch your back.#2: Grip the bar slightly wider than shoulder-width apart.#3: Inhale, hold your breath, and unrack the bar.#4: Lower the bar with control, until it touches your chest somewhere close to your sternum.#5: Push the bar up to the starting position while exhaling.#6: Take another breath while in the top position, and repeat for reps.;Chest#Front Deltoid#Triceps
Incline Dumbbell Press;1: Adjust the incline of a bench to be around 30-45 degrees.#2: Sit down and lift a pair of dumbbells to the starting position.#3: Press the dumbbells up to straight arms while exhaling.#4: Inhale at the top or while lowering the dumbbells with control back to your shoulders.;Chest#Front Deltoid#Triceps
Bar Dips;1: Grip a dip station about shoulder-width apart, and climb or jump to get into the starting position.#2: Lower yourself with control until your shoulder is below your elbow, or as deep as you comfortably can.#3: Reverse the motion and return to the starting position.;Chest#Front Deltoid#Triceps
Standing Cable Chest Fly;1: Fasten a pair of handles in the top position of a cable cross. Grip the handles, step forward, and lean slightly forward.#2: With just a slight bend in the arms, push the handles forward until they meet in front of your body.#3: With control, let the handles go back to the starting position.;Chest#Front Deltoid
Overhead Press;1: First, place a barbell in a rack at about chest height.#2: Grip the bar slightly wider than shoulder-width apart, and step close to it.#3: Inhale, lightly brace your core, and unrack the bar.#4: Let the bar rest against your front delts while you step back from the rack.#5: Press the bar up to straight arms while exhaling.#6: Inhale at the top or while lowering the bar with control back to your shoulders.#7: Repeat for reps.;Front Deltoid#Triceps#Lateral Deltoid
Seated Dumbbell Shoulder Press;1: Sit down on a bench with a raised backrest.#2: Grab a pair of dumbbells and lift them up to the starting position at your shoulders.#3: Inhale and lightly brace your core.#4: Press the dumbbells up to straight arms, while exhaling.#5: Inhale at the top, or while lowering the dumbbells with control back to your shoulders.#6: Repeat for reps.;Front Deltoid#Triceps#Lateral Deltoid
Dumbbell Lateral Raise;1: Hold a pair of dumbbells in almost straight arms hanging by your sides.#2: With control, lift the dumbbells out to your sides until your upper arms are horizontal.#3: Lower the dumbbells with control.#4: Repeat for reps.;
Reverse Dumbbell Fly;1: Hold a pair of dumbbells, lean forward and let your arms hang towards the floor.#2: With almost straight arms (just a slight bend at the elbow), slowly lift the dumbbells by raising your arms out to the sides.#3: Reverse the movement and lower the dumbbells back to the starting position.;Rear Deltoid#Rotator Cuff#Trapezius
Deadlift;1: Step up close to the bar so that it is about over the middle of your foot.#2: Inhale, lean forward, and grip the bar.#3: Hold your breath, brace your core slightly, and lift the bar.#4: Pull the bar close to your body, with a straight back, until you are standing straight.#5: Lower the bar back to the ground with control.#6: Take another breath, and repeat for reps.;Glutes#Lower Back#Quads#Hamstrings#Adductors#Trapezius#Forearm Flexors
Lat Pulldown;1: Begin by adjusting the thigh pad to fit snugly against your thighs to prevent your body from lifting off the seat.#2: Grasp the bar with an overhand (pronated) grip, with your hands slightly wider than shoulder-width apart.#3: Sit with your thighs under the thigh pad, keep your chest up, and look at the bar.#4: Pull the bar down towards your chest, leading with your elbows.  Pull until the bar is below your chin or touches your upper chest.#5: Squeeze your shoulder blades together at the bottom of the movement.#6: Exhale and slowly release the bar back up to the starting position.;Lats#Biceps#Rear Deltoids#Forearm Flexors#Rotator Cuffs
Pull-Up;1: Grip the bar with palms facing away from you, slightly wider than shoulder-width.#2: Keep your chest up, and look up at the bar.#3: Inhale and pull yourself up until your chin is over the bar or the bar touches your upper chest.#4: Exhale and lower yourself with control until your arms are fully extended.;Lats#Biceps#Rear Deltoids#Forearm Flexors#Rotator Cuffs
Barbell Row;1: Grip the bar with an overhand grip.#2: Lean forward with the bar hanging from straight arms.#3: Inhale and pull the bar towards you.#4: Pull the bar as high as you can so that it touches your abs or chest, if possible.#5: With control, lower the bar back to the starting position.;Lats#Trapezius#Rear Deltoids#Biceps#Lower Back#Forearm Flexors#Rotator Cuff
Dumbbell Row;1: Start by placing a dumbbell on the floor beside a bench or chair. Stand facing the bench or chair and place your left hand and left knee on top of it.#2: Keep your back flat and parallel to the ground, with a slight bend in the standing leg. Grip the dumbbell with your right hand.#3: Inhale and pull the dumbbell by driving the elbow toward the ceiling.#4: With control, lower the dumbbell back to the starting position while exhaling.#5: Complete desired reps on one side, then switch to the opposite arm and leg.;Lats#Trapezius#Rear Deltoids#Biceps#Forearm Flexors#Rotator Cuff
Barbell Curl;1: Grip a bar with an underhand (supinated) grip, hands about shoulder-width apart.#2: Lift the bar with control, by flexing your elbows.#3: Don’t let your upper arm travel back during the curl, keep it at your side or move it slightly forward.#4: Reverse the movement and lower the bar back to the starting position.;Biceps#Forearm Flexors
Dumbbell Curl;1: Hold a pair of dumbbells in an underhand (supinated) grip, arms hanging by your sides.#2: Lift the dumbbells with control, by flexing your elbows.#3: Don’t let your upper arms travel back during the curl. Keep them at your sides or move them slightly forward.#4: Reverse the movement and lower the dumbbells back to the starting position.;Biceps#Forearm Flexors
Hammer Curl;1: Hold a pair of dumbbells in a neutral grip (palms facing each other), arms hanging by your sides.#2: Lift the dumbbells with control, by flexing your elbows.#3: Don’t let your upper arms travel back during the curl. Keep them at your sides or move them slightly forward.#4: Reverse the movement and lower the dumbbells back to the starting position.;Biceps#Forearm Flexors
Barbell Lying Triceps Extension;1: Lie down on a bench with your head close to the edge. Hold a barbell with a shoulder-wide grip, and lift it up to straight arms over yourself.#2: Lower the barbell down behind your head. Try to keep the same distance between your elbows throughout the movement.#3: Reverse the motion and extend your arms again.;Triceps
Overhead Cable Triceps Extension;1: Fasten a rope handle in the lower position of a cable pulley. Stand with your back against the pulley, with a slight forward lean, and hold the rope behind your head and your upper arms next to your ears.#2: Straighten your elbows until your arms are fully extended.#3: Reverse the motion by bending your arms again.;Triceps
Tricep Pushdown;1: Stand one step away from the cable pulley, and grip a bar about shoulder-width apart.#2: Pull the handle down until your upper arms are perpendicular to the floor. This is the starting position.#3: Push the handle down until your arms are fully extended.#4: With control, let the handle up again.;Triceps
Close-Grip Bench Press;1: Lie on the bench, pull your shoulder blades together and down, and slightly arch your back.#2: Grip the bar narrower than in a regular bench press so that your hands are directly above your shoulders or even closer.#3: Take a breath and hold it, and unrack the bar.#4: Lower the bar with control until it touches your chest somewhere where the ribs end.#5: Push the bar up to the starting position while exhaling.#6: Take another breath in the top position, and repeat for reps.;Triceps#Chest#Front Deltoid
Squat;1: Place the bar on your upper back. Inhale and brace your core slightly, and unrack the bar.#2: Take two steps back, and adjust your foot position.#3: Squat as deep as possible with good technique.#4: With control, stop and reverse the movement, extending your hips and legs again.#5: Exhale on the way up or exchange air in the top position.#6: Inhale and repeat for reps.;#Quads##Adductors##Glutes##Lower Back##Calves
Hack Squats;1: Adjust the machine to the correct height and place your shoulders against the shoulder pads.#2: Put your feet on the plate, slightly in front of the base of the sled and about shoulder width apart.#3: Extend your legs and disengage the sled’s locks.#4: Inhale, brace your core lightly, and squat down as deep as you can with good form.#5: Reverse the movement with control, and extend your legs again until you’re back in the starting position. Exhale on the way up.;Quads#Glutes#Adductors
Leg Extension;1: Adjust the machine so that you are correctly positioned. Your knees should be in line with the machine’s joint.#2: Extend your knees with control, until they are completely straight.#3: Slowly lower the weight again.;Quads
Bulgarian Split Squat;1: Stand with your back turned against a bench, which should be at about knee height. Stand about one long step in front of the bench.#2: Place one foot on the bench behind you.#3: Inhale, look forward, and squat down with control until right before the knee of the back leg touches the floor.#4: Reverse the movement and extend your front leg again, while exhaling.#5: Inhale at the top and repeat for reps.;Quads#Glutes#Adductors
Seated Leg Curl;1: Adjust the machine so that you are correctly positioned. Your knees should be in line with the machines joint.#2: Push the weight down by bending your knees as far as possible.#3: Slowly let the weight back again.;Hamstrings
Lying Leg Curl;1: Adjust the machine so that you are correctly positioned. Your knees should be in line with the machines joint.#2: Lift the weight by bending your knees as far as possible.#3: Slowly lower the weight again.;Hamstrings
Romanian Deadlift;1: Get into the starting position by deadlifting a barbell off the floor, or by unracking it from a barbell rack.#2: Inhale, brace your core slightly, and lean forward by hinging in your hips. Keep your knees almost completely extended.#3: Lean forward as far as possible without rounding your back. You don’t have to touch the barbell to the floor, although it is OK if you do.#4: Reverse the movement and return to the starting position. Exhale on the way up.#5: Take another breath, and repeat for reps.;Glutes#Lower Back#Hamstrings#Adductors#Trapezius#Forearm Flexors
Squat;1: Place the bar on your upper back. Inhale and brace your core slightly, and unrack the bar.#2: Take two steps back, and adjust your foot position.#3: Squat as deep as possible with good technique.#4: With control, stop and reverse the movement, extending your hips and legs again.#5: Exhale on the way up or exchange air in the top position.#6: Inhale and repeat for reps.;#Quads##Adductors##Glutes##Lower Back##Calves
Hip Thrust;1: Sit on the floor with your back against a sturdy bench.#2: Roll the barbell up over your thighs, until it is placed over your hips.#3: Place your feet on the floor, about shoulder-width apart, with bent knees.#4: Place your hands on the bar to stabilize it.#5: Push the bar towards the ceiling by extending your hips. Your knees should form a ~90 degree angle at the top.#6: Lower the weight and repeat for reps.;Glutes#Adductors#Quads
Romanian Deadlift;1: Get into the starting position by deadlifting a barbell off the floor, or by unracking it from a barbell rack.#2: Inhale, brace your core slightly, and lean forward by hinging in your hips. Keep your knees almost completely extended.#3: Lean forward as far as possible without rounding your back. You don’t have to touch the barbell to the floor, although it is OK if you do.#4: Reverse the movement and return to the starting position. Exhale on the way up.#5: Take another breath, and repeat for reps.;Glutes#Lower Back#Hamstrings#Adductors#Trapezius#Forearm Flexors
Bulgarian Split Squat;1: Stand with your back turned against a bench, which should be at about knee height. Stand about one long step in front of the bench.#2: Place one foot on the bench behind you.#3: Inhale, look forward, and squat down with control until right before the knee of the back leg touches the floor.#4: Reverse the movement and extend your front leg again, while exhaling.#5: Inhale at the top and repeat for reps.;Quads#Glutes#Adductors
Cable Crunch;1: Fasten a rope handle in the upper position on a cable pulley. Sit down on your knees a few feet away, facing the pulley.#2: Bend your upper body forward by contracting your abs. Hold the ropes on either side of your head throughout the movement.#3: Reverse the motion and return to the starting position with control.;Abs#Obliques
Hanging Leg Raise;1: Jump up and grab a bar, placed high enough that you can hang from it with straight legs.#2: Without swinging, lift your legs as high as you can in front of you.#3: Lower your legs again, with control.;Abs#Obliques
High to Low Wood Chop;1: Fasten an elastic band high up. Grip the band with both hands, step away, and stand sideways to the band’s anchor point.#2: With almost straight arms, make a sweeping, chopping-like movement diagonally downward.#3: Return to the starting position in a controlled manner.;Obliques#Abs
Crunch;1: Lie on your back, with your hands in front of your chest and your knees bent to about 90 degrees.#2: Lift your upper body by contracting your abs and bending forward.#3: Bend as far forward as possible while still keeping your low back in contact with the floor, and then return to the starting position.;Abs#Obliques
Standing Calf Raise;1: Place your toes and the ball of your feet on the foot support. Place the shoulder pads against your shoulders and stand upright in the starting position.#2: Lower yourself down by bending your ankles in a controlled movement.#3: Push yourself up by extending your ankles.;Calves
Seated Calf Raise;1: Sit down on the seat, and adjust the knee pad to correct height. Place your toes and the ball of your feet on the foot support.#2: Lower the weight by bending your ankles in a controlled movement.#3: Push the weight up by extending your ankles.;Calves
